timestamp,TimeUS,Ground_Truth
153.24795500,153247955,100
153.24845300,153248453,100
153.24895500,153248955,100
153.24945300,153249453,100
153.24996200,153249962,100
153.25045500,153250455,100
153.25095400,153250954,100
153.25146200,153251462,100
153.25195400,153251954,100
153.25246100,153252461,100
153.25295500,153252955,100
153.25345400,153253454,100
153.25396100,153253961,100
153.25445300,153254453,100
153.25495600,153254956,100
153.25545800,153255458,100
153.25595500,153255955,100
153.25645400,153256454,100
153.25695400,153256954,100
153.25745600,153257456,100
153.25795500,153257955,100
153.25845400,153258454,100
153.25895400,153258954,100
153.25945500,153259455,100
153.25995500,153259955,100
153.26045600,153260456,100
153.26095300,153260953,100
153.26146300,153261463,100
153.26195400,153261954,100
153.26246100,153262461,100
153.26295400,153262954,100
153.26345300,153263453,100
153.26395600,153263956,100
153.26445300,153264453,100
153.26496400,153264964,100
153.26545400,153265454,100
153.26595400,153265954,100
153.26646000,153266460,100
153.26695300,153266953,100
153.26746100,153267461,100
153.26795400,153267954,100
153.26845500,153268455,100
153.26895300,153268953,100
153.26945400,153269454,100
153.26995500,153269955,100
153.27045700,153270457,100
153.27095400,153270954,100
153.27145500,153271455,100
153.27195300,153271953,100
153.27246100,153272461,100
153.27295500,153272955,100
153.27345400,153273454,100
153.27396300,153273963,100
153.27445300,153274453,100
153.27495900,153274959,100
153.27545500,153275455,100
153.27595500,153275955,100
153.27645600,153276456,100
153.27695500,153276955,100
153.27746100,153277461,100
153.27795500,153277955,100
153.27845400,153278454,100
153.27896100,153278961,100
153.27945400,153279454,100
153.27995800,153279958,100
153.28045400,153280454,100
153.28095500,153280955,100
153.28145400,153281454,100
153.28195400,153281954,100
153.28245500,153282455,100
153.28295500,153282955,100
153.28345400,153283454,100
153.28396000,153283960,100
153.28445300,153284453,100
153.28495600,153284956,100
153.28545400,153285454,100
153.28595400,153285954,100
153.28645300,153286453,100
153.28695300,153286953,100
153.28746100,153287461,100
153.28795500,153287955,100
153.28845400,153288454,100
153.28895700,153288957,100
153.28945400,153289454,100
153.28996100,153289961,100
153.29045500,153290455,100
153.29095400,153290954,100
153.29145800,153291458,100
153.29195300,153291953,100
153.29245800,153292458,100
153.29295900,153292959,100
153.29345500,153293455,100
153.29395400,153293954,100
153.29445400,153294454,100
153.29495700,153294957,100
153.29545400,153295454,100
153.29595400,153295954,100
153.29646200,153296462,100
153.29695400,153296954,100
153.29745600,153297456,100
